aluno_id,escola_id,professor_id,exper_prof,faltas,nota_port,nota_matem,aluno_sexo,aluno_negro,professor_branco,alimentacao,escola_urbana,escola_rural
13053,244727,24472702,4,4,424,454,0,1,1,1,0,0
13054,169229,16922901,15,2,474,478,1,1,1,1,0,0
13056,244745,24474503,1,8,453,520,1,1,0,0,0,0
13057,244774,24477401,0,6,418,444,0,1,1,1,1,0
13058,159171,15917104,6,6,461,500,1,1,1,1,0,1
13059,159171,15917102,8,4,470,484,0,1,1,1,0,1
13060,244806,24480602,20,0,476,520,0,1,0,1,1,0
13061,168211,16821102,27,25,437,444,1,0,1,0,0,1
13062,225585,22558503,13,7,436,484,0,0,0,0,0,1
13064,244723,24472303,1,6,436,513,0,1,0,1,1,0
13065,244774,24477404,2,2,465,559,0,1,1,1,1,0
13067,228606,22860601,8,9,437,489,1,1,1,1,0,1
13068,244806,24480603,0,11,419,423,0,1,0,1,1,0
13071,112038,11203803,17,31,407,449,1,0,1,1,1,0
13073,205492,20549202,3,10,492,547,0,0,1,1,0,0
13074,244774,24477404,2,5,414,454,1,1,1,1,1,0
13075,244755,24475502,7,15,407,449,1,1,1,1,1,0
13082,169280,16928003,7,10,402,434,0,0,1,0,0,0
13083,244708,24470806,0,3,411,439,1,1,1,1,1,0
13103,244774,24477403,1,11,428,506,1,1,1,1,1,0
13113,216536,21653603,8,13,425,520,1,0,1,0,0,1
13114,189382,18938202,15,0,448,484,0,0,1,0,0,0
13116,244745,24474504,15,8,461,602,1,0,0,1,0,0
13117,244774,24477402,6,10,427,494,1,1,0,1,1,0
13118,169229,16922902,11,19,418,478,1,1,1,1,0,0
13119,169229,16922905,10,5,461,484,0,1,0,0,0,0
13123,205491,20549103,3,0,433,468,0,0,1,1,0,0
13125,205490,20549003,12,15,391,444,1,1,1,1,1,0
13127,244801,24480104,20,11,430,494,0,1,1,0,0,0
13128,244801,24480102,5,4,428,473,1,0,1,0,0,0
13129,205488,20548802,12,4,433,513,1,0,1,0,0,0
13130,130085,13008504,11,0,400,500,0,0,1,1,0,0
13131,128068,12806802,1,15,450,528,1,0,1,0,0,1
13132,201449,20144904,7,0,450,463,1,0,1,0,0,1
13133,244799,24479901,10,1,419,449,1,1,1,0,0,0
13134,244728,24472802,6,6,455,434,1,1,0,1,1,0
13136,212522,21252204,17,7,465,528,0,0,1,1,1,0
13137,244727,24472704,1,3,448,494,0,1,0,1,0,0
13138,130085,13008504,11,5,442,484,0,0,1,1,0,0
13139,128079,12807902,8,13,428,489,0,0,1,0,0,1
13140,244818,24481801,10,6,453,520,0,0,0,0,1,0
13143,244806,24480605,6,12,456,513,0,1,0,1,1,0
13144,244780,24478003,2,3,480,536,0,1,1,0,1,0
13146,244728,24472801,1,18,397,423,0,1,1,1,1,0
13147,123056,12305601,4,22,456,468,1,0,1,0,0,1
13149,244755,24475506,16,11,437,506,1,1,0,1,1,0
13151,205490,20549001,3,12,386,423,1,1,1,1,1,0
13153,130085,13008501,22,5,439,463,1,0,1,0,0,0
13154,244723,24472304,6,4,386,399,1,1,1,1,1,0
13155,128079,12807903,8,15,456,473,0,0,1,0,0,1
13156,130085,13008503,8,12,402,463,1,0,1,0,0,0
13157,169229,16922905,10,2,440,520,1,0,0,0,0,0
13158,244774,24477404,2,6,400,444,1,1,1,1,1,0
13159,130085,13008501,22,4,442,520,1,0,1,0,0,0
13160,128079,12807903,8,12,467,506,1,0,1,0,0,1
13161,128079,12807902,8,2,419,506,1,0,1,0,0,1
13162,244755,24475504,1,2,422,494,1,1,0,1,1,0
13163,170295,17029504,1,18,428,463,1,0,1,1,0,1
13164,205488,20548802,12,10,431,500,1,0,1,0,0,0
13166,244764,24476402,13,1,538,626,0,1,0,1,1,0
13167,128079,12807902,8,7,437,459,0,0,1,0,0,1
13168,244780,24478001,24,17,495,559,1,1,1,1,1,0
13169,205492,20549203,24,8,442,547,0,1,1,1,0,0
13171,164198,16419802,12,14,545,576,0,0,1,0,0,1
13173,161183,16118301,12,20,422,494,0,0,1,1,0,1
13174,161176,16117603,6,4,461,473,0,0,1,0,0,1
13175,161183,16118305,8,33,425,478,0,0,1,1,0,1
13176,161183,16118302,10,11,468,559,1,0,1,0,0,1
13177,161183,16118304,10,17,442,506,1,0,1,1,0,1
13178,244799,24479902,13,2,428,520,0,1,1,1,0,0
13179,161183,16118304,10,7,470,536,0,0,1,1,0,1
13180,244776,24477608,3,7,443,473,1,1,0,1,1,0
13181,205489,20548904,10,19,455,489,0,0,1,0,0,0
13182,169229,16922902,11,22,411,405,1,0,1,0,0,0
13183,165199,16519901,12,32,437,500,0,0,1,0,1,0
13184,164198,16419803,4,11,467,484,0,0,1,0,0,1
13185,164198,16419802,12,0,500,602,1,0,1,0,0,1
13186,244799,24479903,5,4,456,500,1,1,0,0,0,0
13187,165199,16519902,3,5,451,506,0,0,1,0,1,0
13188,164198,16419802,12,3,407,459,1,0,1,1,0,1
13189,164198,16419801,13,0,434,468,0,0,1,0,0,1
13190,166203,16620302,13,17,425,473,1,0,1,1,1,0
13192,123056,12305602,6,7,414,459,1,0,1,1,0,1
13193,123056,12305603,16,6,442,536,1,0,1,0,0,1
13194,168211,16821103,15,5,456,559,1,0,1,1,0,1
13195,168211,16821105,14,10,421,459,0,0,1,1,0,1
13196,205490,20549003,12,7,418,423,1,1,1,1,1,0
13197,244806,24480606,10,3,474,536,1,1,0,0,1,0
13198,244776,24477602,8,11,413,459,0,1,1,1,1,0
13199,169231,16923102,9,17,445,463,1,0,1,1,1,0
13201,244796,24479602,11,1,405,423,1,1,0,1,1,0
13205,205491,20549101,0,1,474,547,1,0,1,0,0,0
13206,169229,16922904,5,8,467,489,1,0,0,1,0,0
13207,169229,16922902,11,1,431,449,0,0,1,1,0,0
13208,244831,24483102,18,2,402,423,0,0,0,1,0,0
13211,244799,24479901,10,5,425,473,1,1,1,1,0,0
13212,244736,24473601,11,32,405,520,0,1,1,1,1,0
13213,205490,20549003,12,13,380,439,1,1,1,1,1,0
13215,165199,16519901,12,7,480,602,1,0,1,0,1,0
13216,244801,24480102,5,17,398,449,1,1,1,1,0,0
13217,244776,24477601,6,15,411,399,1,1,1,1,1,0
13218,244697,24469703,5,1,419,463,1,1,1,1,1,0
13219,169229,16922904,5,12,627,626,0,1,0,0,0,0
13221,244736,24473603,6,9,443,513,1,1,1,1,1,0
13222,201449,20144906,7,1,456,528,0,1,1,0,0,1
13223,205491,20549104,17,23,421,449,0,0,1,0,0,0
13224,244755,24475504,1,3,433,473,0,1,0,1,1,0
13225,244708,24470801,14,3,440,468,1,1,1,1,1,0
13226,244806,24480601,1,12,413,500,0,1,1,1,1,0
13228,169231,16923101,9,5,425,484,1,0,1,0,1,0
13231,244818,24481804,9,34,398,459,0,1,0,1,1,0
13232,244839,24483904,0,4,472,576,1,0,1,0,0,0
13233,128079,12807902,8,32,419,439,0,0,1,1,0,1
13234,244799,24479902,13,2,445,500,1,1,1,0,0,0
13235,169280,16928003,7,0,458,528,1,0,1,0,0,0
13236,205488,20548802,12,4,468,536,0,0,1,0,0,0
13237,169280,16928003,7,19,440,459,1,0,1,0,0,0
13238,165199,16519903,12,8,554,547,0,1,1,0,1,0
13240,244839,24483901,1,6,433,500,1,1,1,0,0,0
13241,244727,24472703,12,11,398,439,1,1,0,0,0,0
13242,244831,24483102,18,12,445,536,0,1,0,1,0,0
13243,169219,16921902,12,13,461,576,0,0,1,0,0,0
13244,262937,26293701,16,16,465,626,0,0,1,0,0,0
13245,218562,21856201,14,21,485,559,1,0,1,0,1,0
13246,128076,12807603,7,11,416,459,1,0,1,0,0,0
13248,244806,24480603,0,18,440,434,1,1,0,1,1,0
13249,169229,16922906,16,11,467,468,0,0,0,0,0,0
13250,169231,16923102,9,4,411,429,0,1,1,1,1,0
13251,201449,20144903,6,8,472,513,0,0,1,0,0,1
13252,244818,24481802,10,10,424,444,1,1,0,1,1,0
13253,244755,24475504,1,3,419,439,0,1,0,1,1,0
13255,168211,16821102,27,13,382,434,1,0,1,0,0,1
13256,128068,12806802,1,21,407,459,0,0,1,1,0,1
13258,169229,16922902,11,4,490,559,1,0,1,0,0,0
13261,244776,24477603,5,3,424,459,1,1,0,1,1,0
13262,264945,26494502,3,16,439,478,1,0,1,0,0,0
13264,205488,20548801,0,4,458,536,0,0,1,0,0,0
13265,244776,24477607,7,12,439,506,1,1,1,1,1,0
13266,244764,24476401,1,20,427,473,0,1,0,1,1,0
13267,244755,24475505,24,26,431,478,0,1,0,1,1,0
13268,264945,26494505,8,7,480,528,0,0,1,0,0,0
13269,193423,19342303,12,5,427,506,0,0,1,1,0,1
13270,205490,20549001,3,7,397,412,1,1,1,1,1,0
13271,169280,16928002,13,4,492,528,1,0,1,0,0,0
13272,205490,20549001,3,8,395,405,0,1,1,1,1,0
13273,244774,24477401,0,13,507,459,0,1,1,1,1,0
13274,169229,16922904,5,12,483,528,0,0,0,0,0,0
13275,244755,24475505,24,0,448,463,0,1,0,0,1,0
13277,161176,16117604,6,11,424,494,1,0,1,0,0,1
13280,112038,11203803,17,5,419,500,1,1,1,0,1,0
13281,169231,16923101,9,0,467,506,1,1,1,0,1,0
13282,244774,24477401,0,8,500,513,1,1,1,1,1,0
13284,244727,24472703,12,5,430,439,0,1,0,0,0,0
13285,189382,18938201,17,6,450,478,1,0,1,0,0,0
13287,169219,16921902,12,39,474,484,1,0,1,0,0,0
13288,159171,15917105,16,14,451,500,0,1,1,0,0,1
13289,244708,24470802,1,23,456,468,1,1,0,1,1,0
13290,205490,20549003,12,4,386,439,1,1,1,1,1,0
13291,169229,16922907,12,3,492,559,1,0,1,0,0,0
13295,244776,24477606,10,2,397,392,1,1,0,1,1,0
13296,244780,24478001,24,9,545,602,0,1,1,1,1,0
13297,244799,24479903,5,0,437,454,1,1,0,1,0,0
13300,205492,20549202,3,0,510,520,0,1,1,1,0,0
13302,244746,24474601,17,9,425,473,1,1,1,1,1,0
13304,205490,20549002,11,9,397,423,1,1,1,1,1,0
13306,244745,24474502,14,8,460,489,0,0,0,0,0,0
13307,244728,24472802,6,6,419,473,1,1,0,0,1,0
13309,205489,20548902,14,14,507,559,0,0,1,0,0,0
13311,244774,24477403,1,15,424,528,0,1,1,1,1,0
13312,205490,20549001,3,10,407,444,0,1,1,1,1,0
13315,193423,19342301,6,15,437,494,1,0,1,0,0,1
13317,201449,20144904,7,20,447,536,1,0,1,0,0,1
13318,169229,16922903,13,6,453,478,1,1,1,0,0,0
13319,244801,24480101,0,15,408,444,1,0,1,0,0,0
13320,212522,21252202,13,6,450,602,1,0,1,0,1,0
13321,205491,20549104,17,2,451,513,0,0,1,0,0,0
13322,166203,16620304,1,8,440,489,1,0,1,0,1,0
13323,264945,26494505,8,18,463,473,0,0,1,0,0,0
13324,170295,17029501,19,7,474,473,0,0,1,0,0,1
13325,201449,20144906,7,4,472,576,0,0,1,0,0,1
13326,244723,24472303,1,13,422,444,1,1,0,1,1,0
13327,205492,20549203,24,15,430,494,1,1,1,1,0,0
13328,205489,20548902,14,29,428,454,0,0,1,0,0,0
13329,244831,24483101,12,31,422,484,1,0,0,1,0,0
13330,201449,20144906,7,22,447,473,0,0,1,0,0,1
13331,205490,20549002,11,3,418,392,1,1,1,1,1,0
13333,161176,16117603,6,4,398,444,0,0,1,0,0,1
13334,173312,17331203,13,13,580,626,0,0,1,0,0,1
13335,244755,24475507,3,0,527,626,0,1,0,1,1,0
13336,244728,24472802,6,0,403,449,1,1,0,1,1,0
13337,173312,17331203,13,8,448,463,1,1,1,1,0,1
13338,180344,18034401,5,2,433,478,1,0,1,0,1,0
13339,244727,24472704,1,8,456,506,0,1,0,1,0,0
13340,173312,17331201,11,8,492,520,1,0,1,0,0,1
13343,244755,24475507,3,14,470,576,0,1,0,1,1,0
13344,244727,24472702,4,5,451,559,1,1,1,0,0,0
13346,212522,21252204,17,10,430,459,1,0,1,1,1,0
13348,244806,24480605,6,1,487,602,0,1,0,0,1,0
13349,180344,18034403,11,2,460,559,0,0,1,0,1,0
13350,180344,18034404,13,5,453,513,0,0,1,0,1,0
13352,203452,20345204,5,3,397,429,1,0,1,0,0,1
13354,180344,18034405,1,28,422,434,1,1,1,1,1,0
13356,205491,20549104,17,11,474,528,1,0,1,0,0,0
13357,244755,24475501,11,24,442,489,0,1,1,1,1,0
13359,244755,24475502,7,14,418,468,0,1,1,1,1,0
13360,205491,20549103,3,6,430,489,0,0,1,0,0,0
13361,244774,24477401,0,3,411,459,0,1,1,1,1,0
13362,244708,24470804,3,35,395,444,1,1,0,1,1,0
13363,205489,20548903,3,12,455,484,1,0,1,0,0,0
13364,205488,20548803,4,7,456,473,1,0,1,1,0,0
13365,261927,26192704,11,3,433,513,0,0,1,0,0,1
13366,191411,19141101,8,1,476,494,0,0,1,0,0,1
13368,203452,20345205,20,6,400,399,0,0,1,1,0,1
13369,244755,24475503,9,5,418,489,0,1,0,1,1,0
13370,191411,19141103,13,24,416,449,0,0,1,1,0,1
13372,203457,20345701,12,15,468,559,1,0,1,0,0,1
13373,169229,16922903,13,2,428,434,0,0,1,0,0,0
13375,189382,18938203,14,9,451,489,1,0,1,0,0,0
13376,244776,24477602,8,35,407,418,0,1,1,0,1,0
13378,244831,24483101,12,34,405,434,1,0,0,1,0,0
13380,244799,24479901,10,3,421,500,1,1,1,0,0,0
13381,244799,24479904,6,9,434,473,0,1,1,1,0,0
13382,244764,24476401,1,1,437,454,1,1,0,1,1,0
13384,189396,18939603,12,31,397,429,0,0,1,1,0,1
13385,244746,24474601,17,2,433,494,0,1,1,1,1,0
13386,189382,18938201,17,4,456,473,1,0,1,0,0,0
13388,244755,24475501,11,12,419,429,0,1,1,1,1,0
13389,189378,18937801,17,9,434,468,1,0,1,0,0,1
13390,205489,20548902,14,8,413,444,0,0,1,0,0,0
13391,212522,21252204,17,18,470,576,1,0,1,0,1,0
13394,264945,26494505,8,18,442,513,1,0,1,0,0,0
13395,244745,24474504,15,4,422,506,1,1,0,0,0,0
13396,218562,21856202,8,1,472,520,0,0,1,0,1,0
13398,161183,16118305,8,2,485,602,0,0,1,0,0,1
13400,244806,24480606,10,11,434,494,1,1,0,0,1,0
13401,244839,24483905,11,4,437,463,0,1,0,1,0,0
13404,244799,24479904,6,49,388,412,0,1,1,1,0,0
13405,244708,24470801,14,13,397,439,1,1,1,1,1,0
13406,244780,24478002,10,7,425,536,0,1,0,1,1,0
13407,205492,20549201,0,11,408,439,0,1,1,1,0,0
13409,170295,17029504,1,8,414,484,1,0,1,0,0,1
13410,205488,20548803,4,4,465,500,1,0,1,0,0,0
13411,203452,20345201,19,10,442,444,1,0,1,1,0,1
13412,244806,24480606,10,3,461,547,0,1,0,1,1,0
13413,244697,24469703,5,2,476,500,0,1,1,1,1,0
13414,201449,20144905,10,7,478,559,0,0,1,0,0,1
13415,201449,20144902,12,4,442,454,1,0,1,0,0,1
13416,201449,20144904,7,0,440,500,1,0,1,0,0,1
13417,201449,20144905,10,0,474,500,1,0,1,1,0,1
13418,201449,20144903,6,9,447,536,0,1,1,1,0,1
13419,201449,20144905,10,6,458,536,1,0,1,0,0,1
13420,162184,16218402,5,30,439,494,0,0,1,1,0,1
13421,244774,24477402,6,0,398,429,1,1,0,1,1,0
13422,205490,20549002,11,4,397,399,1,1,1,1,1,0
13423,205490,20549002,11,28,380,339,1,1,1,1,1,0
13424,203452,20345205,20,5,451,478,1,0,1,1,0,1
13426,244723,24472303,1,1,439,494,0,1,0,1,1,0
13427,212522,21252202,13,6,442,506,0,0,1,1,1,0
13428,244780,24478002,10,7,391,602,1,1,0,1,1,0
13429,161183,16118302,10,2,405,444,1,0,1,1,0,1
13430,161183,16118301,12,1,455,559,1,0,1,0,0,1
13431,244697,24469702,1,33,443,484,0,1,1,1,1,0
13432,205488,20548802,12,13,433,468,1,0,1,0,0,0
13433,244818,24481803,11,13,411,423,0,1,1,1,1,0
13434,244727,24472704,1,9,440,506,1,1,0,0,0,0
13436,205489,20548901,0,7,442,513,1,0,1,0,0,0
13437,205491,20549101,0,6,474,559,1,0,1,0,0,0
13439,264945,26494505,8,2,453,506,1,0,1,0,0,0
13440,205488,20548803,4,17,402,429,1,0,1,0,0,0
13441,244818,24481802,10,22,408,423,1,1,0,1,1,0
13442,244774,24477404,2,2,419,500,0,1,1,1,1,0
13443,244774,24477403,1,11,442,473,1,1,1,1,1,0
13444,205490,20549002,11,0,428,439,1,1,1,1,1,0
13445,205489,20548902,14,16,532,626,0,0,1,0,0,0
13446,205490,20549002,11,6,434,473,1,1,1,1,1,0
13447,205489,20548901,0,6,538,576,1,0,1,0,0,0
13449,130085,13008504,11,3,434,489,0,0,1,0,0,0
13450,128076,12807601,0,10,397,449,0,0,1,0,0,0
13451,205488,20548802,12,20,427,463,0,0,1,0,0,0
13452,244746,24474601,17,12,445,459,1,1,1,1,1,0
13453,205489,20548903,3,4,468,576,1,0,1,0,0,0
13454,244755,24475503,9,11,450,536,1,1,0,0,1,0
13455,244708,24470802,1,20,448,449,0,1,0,1,1,0
13457,244796,24479603,21,7,456,478,0,1,0,1,1,0
13459,244708,24470801,14,0,461,459,0,1,1,1,1,0
13460,244801,24480103,8,3,425,520,0,1,0,0,0,0
13461,244839,24483901,1,2,428,536,0,1,1,0,0,0
13462,244776,24477601,6,1,418,399,1,1,1,1,1,0
13464,244764,24476401,1,26,422,468,0,1,0,1,1,0
13469,128079,12807902,8,18,398,399,0,0,1,0,0,1
13471,205491,20549102,15,6,400,449,1,0,1,0,0,0
13473,205490,20549003,12,8,405,434,0,1,1,1,1,0
13478,128068,12806803,11,27,388,478,0,0,1,0,0,1
13481,169219,16921902,12,4,554,520,0,0,1,0,0,0
13483,128068,12806803,11,5,422,423,1,0,1,0,0,1
13484,205492,20549203,24,3,431,528,0,1,1,1,0,0
13486,244745,24474504,15,4,413,459,1,1,0,0,0,0
13487,128076,12807602,8,7,436,454,1,0,1,0,0,0
13490,128079,12807901,8,1,422,444,1,0,1,0,0,1
13491,128079,12807902,8,0,422,444,1,0,1,0,0,1
13492,244723,24472305,8,4,416,463,1,1,1,1,1,0
13494,244736,24473603,6,2,424,513,1,1,1,1,1,0
13495,244806,24480603,0,2,440,444,1,1,0,1,1,0
13496,205492,20549203,24,9,461,602,1,1,1,1,0,0
13497,205490,20549001,3,9,398,429,0,1,1,1,1,0
13498,244806,24480605,6,9,437,473,1,1,0,1,1,0
13499,208501,20850102,12,6,437,528,1,0,1,0,0,1
13500,208503,20850303,3,18,403,489,1,0,1,1,0,1
13501,208501,20850104,5,14,453,576,1,0,1,0,0,1
13502,244818,24481802,10,33,386,399,1,0,0,1,1,0
13503,208501,20850102,12,5,460,528,1,0,1,0,0,1
13504,244755,24475506,16,13,425,463,1,1,0,1,1,0
13505,208501,20850101,13,0,458,547,0,0,1,0,0,1
13506,208501,20850102,12,16,467,506,0,0,1,0,0,1
13507,230612,23061203,6,22,467,559,1,0,1,0,0,1
13509,244723,24472302,2,4,434,520,0,1,0,1,1,0
13510,208503,20850301,8,10,407,384,0,0,1,0,0,1
13511,221571,22157101,3,10,451,500,0,0,0,0,0,1
13512,221571,22157104,21,12,431,602,0,0,1,1,0,1
13513,205492,20549201,0,9,433,478,1,1,1,1,0,0
13514,208503,20850301,8,10,397,500,1,0,1,0,0,1
13515,208503,20850303,3,3,422,484,0,0,1,0,0,1
13516,208501,20850101,13,10,440,520,0,0,1,0,0,1
13517,161183,16118301,12,13,430,478,0,0,1,0,0,1
13519,208503,20850303,3,14,492,513,0,0,1,0,0,1
13522,209510,20951005,15,11,410,459,0,0,1,1,0,1
13523,244831,24483102,18,17,425,478,1,0,0,1,0,0
13524,244727,24472703,12,9,413,454,1,1,0,0,0,0
13525,244755,24475506,16,7,424,444,0,1,0,1,1,0
13527,212522,21252204,17,14,448,444,1,1,1,1,1,0
13528,244774,24477401,0,9,405,434,1,1,1,1,1,0
13529,205489,20548902,14,8,514,506,1,0,1,0,0,0
13530,193423,19342302,12,10,580,536,0,1,1,0,0,1
13532,215533,21553302,15,7,422,434,0,1,1,1,0,1
13533,193422,19342201,9,6,427,459,1,0,1,0,0,1
13534,216536,21653604,22,18,447,489,1,0,1,1,0,1
13535,205492,20549204,3,23,425,489,1,0,1,0,0,0
13537,170295,17029501,19,32,580,528,1,0,1,0,0,1
13538,244745,24474503,1,7,407,489,0,0,0,1,0,0
13540,244745,24474503,1,9,450,513,0,0,0,0,0,0
13542,159171,15917101,10,8,437,484,0,1,1,1,0,1
13544,159171,15917101,10,10,391,478,1,0,1,1,0,1
13548,212522,21252202,13,15,428,478,1,0,1,1,1,0
13549,205490,20549001,3,24,436,489,0,1,1,1,1,0
13550,159171,15917102,8,2,460,484,0,0,1,1,0,1
13551,244697,24469703,5,6,425,459,0,1,1,1,1,0
13552,244780,24478002,10,4,431,559,1,1,0,1,1,0
13553,205490,20549001,3,4,408,459,1,1,1,1,1,0
13554,244728,24472802,6,0,410,454,0,1,0,0,1,0
13556,244780,24478002,10,0,384,484,0,1,0,1,1,0
13557,244764,24476402,13,0,413,463,1,1,0,1,1,0
13559,161176,16117603,6,17,427,513,0,0,1,0,0,1
13560,159171,15917104,6,12,453,602,1,0,1,0,0,1
13561,180344,18034402,0,2,495,484,0,0,1,0,1,0
13562,159171,15917103,10,8,478,547,1,0,1,1,0,1
13563,244755,24475507,3,7,538,626,0,1,0,1,1,0
13564,180344,18034404,13,10,472,602,0,0,1,0,1,0
13566,173312,17331201,11,0,492,528,1,0,1,1,0,1
13567,170295,17029502,14,3,428,506,1,0,1,0,0,1
13569,180344,18034402,0,7,434,463,1,0,1,0,1,0
13570,159171,15917101,10,26,474,463,0,0,1,0,0,1
13571,244774,24477405,6,2,424,478,1,1,0,1,1,0
13572,215533,21553302,15,6,427,500,1,0,1,0,0,1
13573,244746,24474603,5,2,480,506,1,1,1,1,1,0
13574,215533,21553302,15,17,414,484,1,1,1,1,0,1
13575,230612,23061203,6,2,448,513,1,0,1,0,0,1
13577,159171,15917104,6,13,448,559,1,0,1,0,0,1
13578,215533,21553303,6,4,455,494,1,0,1,0,0,1
13579,169280,16928003,7,23,455,494,1,0,1,0,0,0
13580,168214,16821401,6,8,442,489,0,0,1,0,0,1
13581,244806,24480603,0,20,470,513,1,1,0,0,1,0
13582,221571,22157101,3,2,407,439,1,0,0,0,0,1
13583,221574,22157404,2,5,416,468,1,0,1,0,0,1
13585,221571,22157105,7,1,405,444,0,0,1,0,0,1
13588,244839,24483901,1,8,425,489,1,1,1,1,0,0
13589,221571,22157105,7,10,400,423,1,0,1,0,0,1
13590,221571,22157101,3,2,413,444,1,1,0,1,0,1
13591,244727,24472704,1,0,424,500,1,1,0,0,0,0
13592,208503,20850303,3,32,425,439,0,0,1,1,0,1
13593,221571,22157105,7,12,439,439,1,0,1,0,0,1
13594,244755,24475503,9,14,424,559,1,1,0,1,1,0
13595,128076,12807601,0,10,433,468,0,0,1,1,0,0
13596,225585,22558504,13,13,447,513,0,0,1,0,0,1
13597,244727,24472704,1,8,443,478,0,1,0,1,0,0
13598,244831,24483101,12,8,439,547,1,0,0,0,0,0
13599,228606,22860601,8,2,434,528,0,1,1,1,0,1
13600,228606,22860601,8,8,431,547,1,1,1,1,0,1
13601,244818,24481804,9,24,408,449,0,1,0,1,1,0
13602,228606,22860603,12,16,418,513,0,0,1,1,0,1
13603,244799,24479903,5,5,422,418,0,1,0,0,0,0
13604,228606,22860601,8,5,510,626,1,1,1,0,0,1
13607,228606,22860604,14,1,450,536,0,0,1,0,0,1
13608,205490,20549001,3,11,436,473,0,1,1,1,1,0
13609,231616,23161601,12,15,458,520,1,0,1,0,0,1
13611,231616,23161603,20,7,458,547,0,0,1,0,0,1
13612,162184,16218403,6,1,431,520,1,0,1,0,0,1
13613,231616,23161601,12,0,456,536,0,0,1,1,0,1
13615,205490,20549002,11,21,384,399,0,1,1,1,1,0
13616,230612,23061201,6,12,419,478,1,0,1,0,0,1
13618,244723,24472303,1,2,437,506,0,1,0,1,1,0
13619,264945,26494503,3,0,495,602,1,0,1,0,0,0
13620,244839,24483904,0,3,433,489,0,1,1,1,0,0
13621,261927,26192703,3,14,400,423,1,0,1,0,0,1
13622,261927,26192703,3,24,627,576,1,0,1,0,0,1
13624,234628,23462802,20,9,527,506,1,0,1,0,0,1
13625,244755,24475502,7,16,421,449,1,1,1,1,1,0
13626,164198,16419803,4,38,440,536,0,0,1,0,0,1
13627,244727,24472704,1,0,440,500,0,1,0,0,0,0
13628,244755,24475501,11,6,419,468,0,1,1,1,1,0
13629,244708,24470803,2,2,403,423,0,1,1,1,1,0
13631,205489,20548902,14,10,468,559,1,0,1,0,0,0
13632,218562,21856201,14,0,443,547,1,0,1,0,1,0
13633,218562,21856201,14,NA,443,484,1,0,1,0,1,0
13634,257899,25789901,13,10,431,454,1,0,1,0,0,1
13635,244806,24480607,11,0,500,536,0,1,1,0,1,0
13636,244727,24472701,21,4,500,513,0,1,1,0,0,0
13637,244727,24472703,12,1,421,459,0,1,0,1,0,0
13638,203457,20345702,9,19,463,473,1,0,1,0,0,1
13639,161183,16118304,10,21,422,434,1,0,1,0,0,1
13640,244755,24475503,9,14,411,536,0,1,0,0,1,0
13641,244801,24480103,8,10,424,559,1,0,0,0,0,0
13642,244799,24479904,6,10,397,459,1,1,1,0,0,0
13643,244728,24472803,15,0,492,454,1,1,0,1,1,0
13645,244746,24474602,5,21,407,429,1,1,1,1,1,0
13646,244801,24480103,8,29,425,513,1,0,0,0,0,0
13647,244799,24479901,10,6,434,484,1,1,1,0,0,0
13648,216536,21653602,13,1,476,520,0,0,1,0,0,1
13649,244818,24481803,11,20,414,454,1,1,1,1,1,0
13650,244745,24474502,14,2,450,478,1,0,0,0,0,0
13651,244774,24477404,2,0,443,468,1,1,1,1,1,0
13652,244755,24475504,1,2,390,418,1,1,0,1,1,0
13653,244801,24480103,8,11,538,626,1,0,0,0,0,0
13654,203452,20345202,11,11,402,454,0,0,1,1,0,1
13655,205490,20549002,11,33,380,399,1,1,1,1,1,0
13657,244727,24472703,12,10,443,506,0,1,0,1,0,0
13658,244806,24480603,0,1,455,494,1,1,0,1,1,0
13659,205492,20549202,3,14,474,506,1,1,1,1,0,0
13660,244708,24470803,2,0,422,434,1,1,1,1,1,0
13661,244776,24477608,3,4,440,449,1,1,0,1,1,0
13662,244746,24474601,17,6,434,473,1,1,1,1,1,0
13663,244697,24469703,5,12,419,463,0,1,1,1,1,0
13664,205491,20549101,0,2,453,513,1,0,1,0,0,0
13665,205489,20548902,14,8,554,559,0,0,1,0,0,0
13666,244736,24473601,11,18,456,520,1,1,1,1,1,0
13667,244736,24473601,11,8,467,528,1,1,1,1,1,0
13668,244746,24474603,5,8,451,506,0,1,1,1,1,0
13670,244723,24472301,17,48,413,429,0,1,1,1,1,0
13671,205492,20549203,24,29,430,478,0,1,1,1,0,0
13672,205490,20549003,12,7,403,399,1,1,1,1,1,0
13674,244839,24483904,0,3,439,576,1,1,1,0,0,0
13675,244801,24480101,0,6,474,513,0,0,1,0,0,0
13676,244780,24478002,10,25,445,520,0,1,0,1,1,0
13677,244839,24483901,1,4,427,494,1,1,1,1,0,0
13678,244755,24475503,9,2,407,494,1,1,0,1,1,0
13679,225585,22558503,13,4,428,484,1,0,0,0,0,1
13680,244697,24469705,14,15,440,434,1,1,0,0,1,0
13681,244774,24477405,6,22,427,439,1,1,0,1,1,0
13682,244806,24480607,11,37,476,520,0,1,1,1,1,0
13684,244774,24477405,6,16,382,444,1,1,0,1,1,0
13685,244708,24470803,2,6,461,528,0,1,1,1,1,0
13686,244708,24470801,14,12,461,528,0,1,1,1,1,0
13690,244774,24477402,6,15,400,454,1,1,0,1,1,0
13691,244776,24477605,2,18,434,463,0,1,1,1,1,0
13692,205490,20549002,11,7,397,405,0,1,1,1,1,0
